"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"true","false","[]","[]","[]","preload","0","1018","0.0-0.0","tnxfe33xem","8","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","8270","0.0-1.0","tnxfe33xem","8","7252","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","13114","0.0-2.0","tnxfe33xem","8","3840","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-select","3","23183","0.0-3.0","tnxfe33xem","8","10065","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","","","","","","","",""
"","","","","","html-button-response","4","24464","0.0-4.0","tnxfe33xem","8","1274","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","","","","","","","","",""
"","","","","","survey-text","5","46774","0.0-5.0","tnxfe33xem","8","22298","","{""Age"":""19"",""Gender"":""Male"",""Race/ethnicity"":""White"",""Languages"":""English, Sign Language, some Spanish ""}","","","","","","","","","","","","","",""
"","","","","","html-slider-response","6","71564","0.0-6.0","tnxfe33xem","8","24789","
                            <div style='text-align:left; font-size:20px; line-height:25px; width: 1400px;'>
                                During this experiment you will be asked to rate how much you associate maps with                    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Next to the maps
                    is the list of concepts.<br>You will be asked                    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
                    one below. <br><br>
                    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
                    much' with the concept.<br>                     When you see that map during the experiment, please rate it near the 'very much' endpoint of the
                    scale.<br>Now, please think about which map you associate 'not at all'                     with each concept. When you see that map during the experiment, please rate it near the 'not at all' endpoint
                    of the scale.<br>
                    Please use the full range of the scale. That is, if a map is somewhat associated with the concept, you would
                    click partway between the middle point and right side of the scale.                    You will be asked to rate each map for a given concept before moving on to the next concept.<br><br>Press the
                    'Continue' button for instructions on how to use the slider.                    <br><br>
                </div>

                <div style=""width: 500px; margin: 0 auto;"">
                    <!-- Centered text paragraphs -->
                    <div style=""text-align: center; width: 500px;"">
                        <p style=""font-size:25px; line-height:18px;"">calm</p>
                        <p style=""font-size:25px; line-height:18px;"">exciting</p>
                        <p style=""font-size:25px;line-height:18px;"">positive</p>
                        <p style=""font-size:25px;line-height:18px;"">negative</p>
                        <p style=""font-size:25px;line-height:18px;"">serious</p>
                        <p style=""font-size:25px;line-height:18px;"">playful</p>
                        <p style=""font-size:25px;line-height:18px;"">trustworthy</p>
                        <p style=""font-size:25px;line-height:18px;"">disturbing</p>
                    </div>

                    <!-- Grid section -->
                   <div style=""display: flex; justify-content: center; padding-top: 15px;"">
                    <div style=""display: grid; grid-template-columns: repeat(8, 80px); grid-gap: 5px; width: auto;"">
                        <img src=""images/R_L_S_26.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_37.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_27.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_15.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_U_23.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_33.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_13.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_U_05.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_07.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_28.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_02.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_12.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_U_10.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_41.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_44.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_30.png"" alt=""map"" style=""width: 100%;"">
                    </div>
                </div>

                    <!-- Clear floats -->
                    <div style=""clear: both;""></div>
                </div>
                            ","-34","","0","maps_anchoring.png","true","","","","","","","","","",""
"","","","","","html-button-response","7","72731","0.0-7.0","tnxfe33xem","8","1166","<div style=""width:800px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each map for the given concept, so please go with your first intuition. <br>
                    Before you begin the experiment, there will be four training trials for you to practice using the scale. <br>
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","8","76550","0.0-8.0-0.0","tnxfe33xem","8","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","","0","","true","0","true","","","","","","","",""
"","","","","","html-button-response","9","78139","0.0-8.0-1.0","tnxfe33xem","8","1086","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","10","80526","0.0-9.0-0.0","tnxfe33xem","8","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","","true","1","true","","","","","","","",""
"","","","","","html-button-response","11","81995","0.0-9.0-1.0","tnxfe33xem","8","967","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","87981","0.0-10.0-0.0","tnxfe33xem","8","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","102","","0","","true","2","true","","","","","","","",""
"","","","","","html-button-response","13","89499","0.0-10.0-1.0","tnxfe33xem","8","1016","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","92102","0.0-11.0-0.0","tnxfe33xem","8","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-110","","0","","true","3","true","","","","","","","",""
"","","","","","html-button-response","15","93475","0.0-11.0-1.0","tnxfe33xem","8","871","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
