"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"true","false","[]","[]","[]","preload","0","375","0.0-0.0","3ewmqxnuu6","3","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","1439","0.0-1.0","3ewmqxnuu6","3","1062","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","6141","0.0-2.0","3ewmqxnuu6","3","3698","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-select","3","15043","0.0-3.0","3ewmqxnuu6","3","8898","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","","","","","","","",""
"","","","","","html-button-response","4","17105","0.0-4.0","3ewmqxnuu6","3","2059","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","","","","","","","","",""
"","","","","","survey-text","5","31675","0.0-5.0","3ewmqxnuu6","3","14554","","{""Age"":""18"",""Gender"":""male"",""Race/ethnicity"":""asian"",""Languages"":""English, tele, Spanish""}","","","","","","","","","","","","","",""
"","","","","","html-slider-response","6","44788","0.0-6.0","3ewmqxnuu6","3","13111","
                            <div style='text-align:left; font-size:20px; line-height:25px; width: 1400px;'>
                                During this experiment you will be asked to rate how much you associate maps with                    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Next to the maps
                    is the list of concepts.<br>You will be asked                    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
                    one below. <br><br>
                    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
                    much' with the concept.<br>                     When you see that map during the experiment, please rate it near the 'very much' endpoint of the
                    scale.<br>Now, please think about which map you associate 'not at all'                     with each concept. When you see that map during the experiment, please rate it near the 'not at all' endpoint
                    of the scale.<br>
                    Please use the full range of the scale. That is, if a map is somewhat associated with the concept, you would
                    click partway between the middle point and right side of the scale.                    You will be asked to rate each map for a given concept before moving on to the next concept.<br><br>Press the
                    'Continue' button for instructions on how to use the slider.                    <br><br>
                </div>

                <div style=""width: 500px; margin: 0 auto;"">
                    <!-- Centered text paragraphs -->
                    <div style=""text-align: center; width: 500px;"">
                        <p style=""font-size:25px; line-height:18px;"">calm</p>
                        <p style=""font-size:25px; line-height:18px;"">exciting</p>
                        <p style=""font-size:25px;line-height:18px;"">positive</p>
                        <p style=""font-size:25px;line-height:18px;"">negative</p>
                        <p style=""font-size:25px;line-height:18px;"">serious</p>
                        <p style=""font-size:25px;line-height:18px;"">playful</p>
                        <p style=""font-size:25px;line-height:18px;"">trustworthy</p>
                        <p style=""font-size:25px;line-height:18px;"">disturbing</p>
                    </div>

                    <!-- Grid section -->
                   <div style=""display: flex; justify-content: center; padding-top: 15px;"">
                    <div style=""display: grid; grid-template-columns: repeat(8, 80px); grid-gap: 5px; width: auto;"">
                        <img src=""images/Y_D_U_07.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_23.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_02.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_05.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_27.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_37.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_15.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_26.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_30.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_28.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_U_33.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_12.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_13.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_U_41.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_S_10.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_44.png"" alt=""map"" style=""width: 100%;"">
                    </div>
                </div>

                    <!-- Clear floats -->
                    <div style=""clear: both;""></div>
                </div>
                            ","123","","0","maps_anchoring.png","true","","","","","","","","","",""
"","","","","","html-button-response","7","46038","0.0-7.0","3ewmqxnuu6","3","1248","<div style=""width:800px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each map for the given concept, so please go with your first intuition. <br>
                    Before you begin the experiment, there will be four training trials for you to practice using the scale. <br>
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","8","50684","0.0-8.0-0.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","","0","","true","0","true","","","","","","","",""
"","","","","","html-button-response","9","52139","0.0-8.0-1.0","3ewmqxnuu6","3","952","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","10","53432","0.0-9.0-0.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","","true","1","true","","","","","","","",""
"","","","","","html-button-response","11","55172","0.0-9.0-1.0","3ewmqxnuu6","3","1238","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","59300","0.0-10.0-0.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","87","","0","","true","2","true","","","","","","","",""
"","","","","","html-button-response","13","60405","0.0-10.0-1.0","3ewmqxnuu6","3","603","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","62568","0.0-11.0-0.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-110","","0","","true","3","true","","","","","","","",""
"","","","","","html-button-response","15","63721","0.0-11.0-1.0","3ewmqxnuu6","3","652","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","64588","0.0-12.0","3ewmqxnuu6","3","866","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","66673","0.0-13.0","3ewmqxnuu6","3","2083","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>exciting</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","68382","0.0-14.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","110","","0","images/R_L_S_10.png","","","","exciting","1","10","R","L","S","",""
"","","","","","html-slider-response","19","70350","0.0-15.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-103","","0","images/Y_D_U_07.png","","","","exciting","2","07","Y","D","U","",""
"","","","","","html-slider-response","20","72465","0.0-16.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-48","","0","images/R_D_U_15.png","","","","exciting","2","15","R","D","U","",""
"","","","","","html-slider-response","21","74434","0.0-17.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-186","","0","images/Y_D_S_05.png","","","","exciting","2","05","Y","D","S","",""
"","","","","","html-slider-response","22","76183","0.0-18.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","91","","0","images/Y_L_S_44.png","","","","exciting","1","44","Y","L","S","",""
"","","","","","html-slider-response","23","77851","0.0-19.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","147","","0","images/B_D_U_41.png","","","","exciting","1","41","B","D","U","",""
"","","","","","html-slider-response","24","79534","0.0-20.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/G_L_S_23.png","","","","exciting","2","23","G","L","S","",""
"","","","","","html-slider-response","25","81168","0.0-21.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/R_L_S_10.png","","","","exciting","2","10","R","L","S","",""
"","","","","","html-slider-response","26","82933","0.0-22.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","images/Y_D_S_05.png","","","","exciting","1","05","Y","D","S","",""
"","","","","","html-slider-response","27","84617","0.0-23.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","138","","0","images/B_D_S_37.png","","","","exciting","1","37","B","D","S","",""
"","","","","","html-slider-response","28","86166","0.0-24.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/B_L_S_30.png","","","","exciting","1","30","B","L","S","",""
"","","","","","html-slider-response","29","87581","0.0-25.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/R_D_S_13.png","","","","exciting","2","13","R","D","S","",""
"","","","","","html-slider-response","30","90251","0.0-26.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","31","","0","images/R_D_U_15.png","","","","exciting","1","15","R","D","U","",""
"","","","","","html-slider-response","31","91499","0.0-27.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/R_D_S_13.png","","","","exciting","1","13","R","D","S","",""
"","","","","","html-slider-response","32","92783","0.0-28.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/Y_L_S_44.png","","","","exciting","2","44","Y","L","S","",""
"","","","","","html-slider-response","33","94282","0.0-29.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/G_L_S_23.png","","","","exciting","1","23","G","L","S","",""
"","","","","","html-slider-response","34","95767","0.0-30.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-86","","0","images/G_D_S_27.png","","","","exciting","2","27","G","D","S","",""
"","","","","","html-slider-response","35","96966","0.0-31.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/G_L_U_26.png","","","","exciting","2","26","G","L","U","",""
"","","","","","html-slider-response","36","98231","0.0-32.0","3ewmqxnuu6","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/B_L_S_30.png","","","","exciting","2","30","B","L","S","",""
