"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"true","false","[]","[]","[]","preload","0","549","0.0-0.0","pttv2mynsh","12","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","24824","0.0-1.0","pttv2mynsh","12","24273","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","32786","0.0-2.0","pttv2mynsh","12","6957","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-select","3","43073","0.0-3.0","pttv2mynsh","12","10281","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","","","","","","","",""
"","","","","","html-button-response","4","47505","0.0-4.0","pttv2mynsh","12","4430","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","","","","","","","","",""
"","","","","","survey-text","5","95120","0.0-5.0","pttv2mynsh","12","47597","","{""Age"":""18"",""Gender"":""female"",""Race/ethnicity"":""white"",""Languages"":""English""}","","","","","","","","","","","","","",""
"","","","","","html-slider-response","6","106994","0.0-6.0","pttv2mynsh","12","11869","
                            <div style='text-align:left; font-size:20px; line-height:25px; width: 1400px;'>
                                During this experiment you will be asked to rate how much you associate maps with                    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Next to the maps
                    is the list of concepts.<br>You will be asked                    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
                    one below. <br><br>
                    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
                    much' with the concept.<br>                     When you see that map during the experiment, please rate it near the 'very much' endpoint of the
                    scale.<br>Now, please think about which map you associate 'not at all'                     with each concept. When you see that map during the experiment, please rate it near the 'not at all' endpoint
                    of the scale.<br>
                    Please use the full range of the scale. That is, if a map is somewhat associated with the concept, you would
                    click partway between the middle point and right side of the scale.                    You will be asked to rate each map for a given concept before moving on to the next concept.<br><br>Press the
                    'Continue' button for instructions on how to use the slider.                    <br><br>
                </div>

                <div style=""width: 500px; margin: 0 auto;"">
                    <!-- Centered text paragraphs -->
                    <div style=""text-align: center; width: 500px;"">
                        <p style=""font-size:25px; line-height:18px;"">calm</p>
                        <p style=""font-size:25px; line-height:18px;"">exciting</p>
                        <p style=""font-size:25px;line-height:18px;"">positive</p>
                        <p style=""font-size:25px;line-height:18px;"">negative</p>
                        <p style=""font-size:25px;line-height:18px;"">serious</p>
                        <p style=""font-size:25px;line-height:18px;"">playful</p>
                        <p style=""font-size:25px;line-height:18px;"">trustworthy</p>
                        <p style=""font-size:25px;line-height:18px;"">disturbing</p>
                    </div>

                    <!-- Grid section -->
                   <div style=""display: flex; justify-content: center; padding-top: 15px;"">
                    <div style=""display: grid; grid-template-columns: repeat(8, 80px); grid-gap: 5px; width: auto;"">
                        <img src=""images/B_L_U_13.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_28.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_26.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_12.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_41.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_02.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_15.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_10.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_05.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_U_30.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_U_23.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_07.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_37.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_S_33.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_44.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_27.png"" alt=""map"" style=""width: 100%;"">
                    </div>
                </div>

                    <!-- Clear floats -->
                    <div style=""clear: both;""></div>
                </div>
                            ","null","","0","maps_anchoring.png","true","","","","","","","","","",""
"","","","","","html-button-response","7","583282","0.0-7.0","pttv2mynsh","12","476285","<div style=""width:800px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each map for the given concept, so please go with your first intuition. <br>
                    Before you begin the experiment, there will be four training trials for you to practice using the scale. <br>
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","8","586199","0.0-8.0-0.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","","0","","true","0","true","","","","","","","",""
"","","","","","html-button-response","9","587677","0.0-8.0-1.0","pttv2mynsh","12","976","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","10","589424","0.0-9.0-0.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","","true","1","true","","","","","","","",""
"","","","","","html-button-response","11","591017","0.0-9.0-1.0","pttv2mynsh","12","1091","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","593920","0.0-10.0-0.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","109","","0","","true","2","true","","","","","","","",""
"","","","","","html-button-response","13","595238","0.0-10.0-1.0","pttv2mynsh","12","817","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","596430","0.0-11.0-0.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-93","","0","","true","3","true","","","","","","","",""
"","","","","","html-button-response","15","597429","0.0-11.0-1.0","pttv2mynsh","12","497","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","598262","0.0-12.0","pttv2mynsh","12","831","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","600205","0.0-13.0","pttv2mynsh","12","1943","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>disturbing</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","602810","0.0-14.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","129","","0","images/B_D_S_15.png","","","","disturbing","2","15","B","D","S","",""
"","","","","","html-slider-response","19","604450","0.0-15.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/Y_D_S_28.png","","","","disturbing","2","28","Y","D","S","",""
"","","","","","html-slider-response","20","606471","0.0-16.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-63","","0","images/G_L_U_05.png","","","","disturbing","2","05","G","L","U","",""
"","","","","","html-slider-response","21","608744","0.0-17.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-102","","0","images/B_L_U_13.png","","","","disturbing","1","13","B","L","U","",""
"","","","","","html-slider-response","22","610402","0.0-18.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","images/G_L_S_02.png","","","","disturbing","1","02","G","L","S","",""
"","","","","","html-slider-response","23","612334","0.0-19.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","49","","0","images/R_L_U_37.png","","","","disturbing","2","37","R","L","U","",""
"","","","","","html-slider-response","24","614703","0.0-20.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","images/B_D_U_23.png","","","","disturbing","2","23","B","D","U","",""
"","","","","","html-slider-response","25","617583","0.0-21.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-37","","0","images/R_D_S_41.png","","","","disturbing","1","41","R","D","S","",""
"","","","","","html-slider-response","26","620847","0.0-22.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-47","","0","images/G_L_S_02.png","","","","disturbing","2","02","G","L","S","",""
"","","","","","html-slider-response","27","622637","0.0-23.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","35","","0","images/G_D_U_10.png","","","","disturbing","1","10","G","D","U","",""
"","","","","","html-slider-response","28","624583","0.0-24.0","pttv2mynsh","12","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","27","","0","images/G_D_U_10.png","","","","disturbing","2","10","G","D","U","",""
