"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","stimulus","slider_start","image_path","practiceTrial","concept","practiceTrialNum","correct"
"true","false","[]","[]","[]","preload","0","379","0.0-0.0","","","","","","","","","",""
"","","","","","survey-multi-select","1","4876","0.0-1.0","4493","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","",""
"","","","","","html-keyboard-response","2","6903","0.0-2.0","2019"," ","","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to instructions for the experiment. </p>","","","","","",""
"","","","","","html-slider-response","3","11506","0.0-3.0","4600","60","","
            <div style='text-align:left; font-size:20px; line-height:25px; width: 1200px;'>
                During this experiment you will be asked to rate how much you associate maps with    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Next to the maps
    is the list of concepts.<br>You will be asked    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
    one below. <br><br>
    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
    much' with the concept.<br>     When you see that color during the experiment, please rate it near the 'very much' endpoint of the
    scale.<br>Now, please think about which map you associate 'not at all'     with each concept. When you see that color during the experiment, please rate it near the 'not at all' endpoint
    of the scale.<br>
    Please use the full range of the scale. That is, if a color is somewhat associated with the concept, you would
    click partway between the middle point and right side of the scale.    You will be asked to rate each map for a given concept before moving on to the next concept.<br><br>Press the
    'Continue' button when you're ready to begin four practice trials.    <br><br>
</div>

<div style=""width: 500px; margin: 0 auto;"">
    <div style=""text-align: right; width: 240px; float: left;"">
        <p style=""font-size:25px; line-height:18px;"">calm</p>
        <p style=""font-size:25px; line-height:18px;"">exciting</p>
        <p style=""font-size:25px;line-height:18px;"">positive</p>
        <p style=""font-size:25px;line-height:18px;"">negative</p>
        <p style=""font-size:25px;line-height:18px;"">serious</p>
        <p style=""font-size:25px;line-height:18px;"">playful</p>
        <p style=""font-size:25px;line-height:18px;"">trustworthy</p>
        <p style=""font-size:25px;line-height:18px;"">disturbing</p>
    </div>
    <div style=""width: 240px; float: right; padding-top:15px"">
        <img src=""patches71.png"" alt=""img"" style=""max-height:300px"">
    </div>
    <div style=""clear: both;""></div>
</div>
            ","0","patches71.png","true","","",""
"","","","","","html-slider-response","4","13449","0.0-4.0-0.0","NaN","110","","<div style=""width:500px;"">
                            <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h149_v612.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h149_v612.png","true","positive","0","false"
"","","","","","html-button-response","5","15507","0.0-4.0-1.0","1555","0","","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","","","","","",""
"","","","","","html-slider-response","6","16732","0.0-4.1-0.1","NaN","200","","<div style=""width:500px;"">
                            <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h149_v612.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h149_v612.png","true","positive","0","true"
"","","","","","html-button-response","7","18386","0.0-4.1-1.1","1151","0","","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","","","","","",""
"","","","","","html-slider-response","8","19582","0.0-5.0-0.0","NaN","-200","","<div style=""width:500px;"">
                            <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v607.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v607.png","true","positive","1","true"
"","","","","","html-button-response","9","20891","0.0-5.0-1.0","805","0","","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","","","","","",""
