"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","condition","workerId","hitId","rt","response","question_order","stimulus","task","image","correct_response","correct","question_idx","political_q_type"
"true","false","[]","[]","[]","preload","0","609","0.0-0.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","","","","","","","","","",""
"","","","","","survey-multi-select","1","9629","0.0-1.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","9018","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","",""
"","","","","","html-button-response","2","36381","0.0-2.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","26750","0","","
               <div class=""instructions"" style=""text-align: left; width: 900px; margin: 0 auto;"">
                    <p>You may have heard discussions in the news or on social media about protecting the environment. One effort to protect the environment is to limit the amount of carbon dioxide in the atmosphere. Forests naturally help take carbon dioxide out of the atmosphere because trees need carbon to grow. Protecting forests so they can continue to remove carbon from the atmosphere is one way that we can help keep our planet healthy. The maps below show the carbon stored in forests from regions sampled around the world.</p>
                    <div style=""text-align: center;"">
                        <img src=images/exp3/examples_L.png style=""width: 90%; height: auto;"">
                    </div>
                    <p>Recent reports on the ongoing efforts to increase forest carbon storage indicate that we are having great success. Many people are excited about the current progress.</p>
                    <p>In this experiment, you will see a set of maps showing the amount of carbon stored in specific areas. Each map will have two regions that will be labeled with square (□) marks.</p>
                    <p>Your task is to report which of the two region shows more carbon storage using the left & right arrow keys.</p>
                </div>","instructions","","","","",""
"","","","","","image-keyboard-response","3","40388","0.0-3.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","4005","arrowleft","","images/exp3/B_L_S_8_left.png","map_trial","images/exp3/B_L_S_8_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","4","42036","0.0-4.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1541","arrowright","","images/exp3/B_L_S_1_right.png","map_trial","images/exp3/B_L_S_1_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","5","43556","0.0-5.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1405","arrowleft","","images/exp3/B_L_S_3_left.png","map_trial","images/exp3/B_L_S_3_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","6","44700","0.0-6.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1035","arrowright","","images/exp3/B_L_S_5_right.png","map_trial","images/exp3/B_L_S_5_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","7","45939","0.0-7.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1133","arrowright","","images/exp3/B_L_S_6_right.png","map_trial","images/exp3/B_L_S_6_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","8","47167","0.0-8.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1112","arrowleft","","images/exp3/B_L_S_4_left.png","map_trial","images/exp3/B_L_S_4_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","9","48866","0.0-9.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1585","arrowright","","images/exp3/B_L_S_9_right.png","map_trial","images/exp3/B_L_S_9_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","10","50323","0.0-10.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1349","arrowleft","","images/exp3/B_L_S_11_left.png","map_trial","images/exp3/B_L_S_11_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","11","52950","0.0-11.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","2515","arrowleft","","images/exp3/B_L_S_7_left.png","map_trial","images/exp3/B_L_S_7_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","12","53907","0.0-12.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","853","arrowright","","images/exp3/B_L_S_10_right.png","map_trial","images/exp3/B_L_S_10_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","13","54843","0.0-13.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","820","arrowleft","","images/exp3/B_L_S_12_left.png","map_trial","images/exp3/B_L_S_12_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","14","56096","0.0-14.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","1148","arrowright","","images/exp3/B_L_S_2_right.png","map_trial","images/exp3/B_L_S_2_right.png","arrowright","true","",""
"","","","","","html-button-response","15","60597","0.0-15.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","4398","0","","
            <div class=""instructions"" style=""text-align: left; width:600px; margin: 0 auto;"">
            <p>Great job! You have evaluated all the maps.</p>
            <p>You will now be presented with a series of statements where you will be asked to indicate your level of agreement or disagreement.<br>                Following that, you will be asked to answer a few demographic questions.</p>
            <p>Press 'Continue' when you are ready.</p>
            </div>
            ","","","","","",""
"","","","","","survey-likert","16","64076","0.0-16.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","3375","{""Q0"":0}","[0]","","","","","","climate_q_5",""
"","","","","","survey-likert","17","66828","0.0-17.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","2648","{""Q0"":6}","[0]","","","","","","climate_q_2",""
"","","","","","survey-likert","18","72028","0.0-18.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","5099","{""Q0"":0}","[0]","","","","","","climate_q_6",""
"","","","","","survey-likert","19","74940","0.0-19.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","2810","{""Q0"":5}","[0]","","","","","","climate_q_3",""
"","","","","","survey-likert","20","78133","0.0-20.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","3092","{""Q0"":0}","[0]","","","","","","climate_q_4",""
"","","","","","survey-likert","21","81076","0.0-21.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","2842","{""Q0"":6}","[0]","","","","","","climate_q_1",""
"","","","","","survey-multi-choice","22","85453","0.0-22.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","4273","{""Q0"":""Yes""}","[0]","","","","","","climate_change_real",""
"","","","","","survey-likert","23","89997","0.0-23.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","4443","{""Q0"":1}","[0]","","","","","","climate_worry",""
"","","","","","survey-likert","24","92524","0.0-24.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","2426","{""Q0"":2}","[0]","","","","","","political_affiliation_1",""
"","","","","","survey-likert","25","94773","0.0-25.0-0.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","2147","{""Q0"":2}","[0]","","","","","","political_affiliation_2","independent"
"","","","","","survey-text","26","132340","0.0-25.0-1.0","fkcufvx1uf","0","positive_positive","A5EKF2FOSFGPB","3538U0YQ1F5WBZASKZ8PE9GGRGY3FE","37462","{""Age"":""23"",""Gender"":""Female"",""Race/ethnicity"":""Black/White"",""Languages"":""English, a little Japanese""}","","","","","","","",""
