"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","condition","workerId","hitId","rt","response","question_order","stimulus","task","image","correct_response","correct","question_idx","political_q_type"
"true","false","[]","[]","[]","preload","0","1441","0.0-0.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","","","","","","","","","",""
"","","","","","survey-multi-select","1","9679","0.0-1.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","8234","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","",""
"","","","","","html-button-response","2","12856","0.0-2.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","3174","0","","
               <div class=""instructions"" style=""text-align: left; width: 900px; margin: 0 auto;"">
                    <p>You may have heard discussions in the news or on social media about protecting the environment. One effort to protect the environment is to limit the amount of carbon dioxide in the atmosphere. Forests naturally help take carbon dioxide out of the atmosphere because trees need carbon to grow. Protecting forests so they can continue to remove carbon from the atmosphere is one way that we can help keep our planet healthy. The maps below show the carbon stored in forests from regions sampled around the world.</p>
                    <div style=""text-align: center;"">
                        <img src=images/exp3/examples_D.png style=""width: 90%; height: auto;"">
                    </div>
                    <p>Recent reports on the ongoing efforts to increase forest carbon storage indicate that we are facing serious difficulties. Many people are disappointed about the current difficulties.</p>
                    <p>In this experiment, you will see a set of maps showing the amount of carbon stored in specific areas. Each map will have two regions that will be labeled with square (□) marks.</p>
                    <p>Your task is to report which of the two region shows more carbon storage using the left & right arrow keys.</p>
                </div>","instructions","","","","",""
"","","","","","image-keyboard-response","3","167992","0.0-3.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","155098","arrowright","","images/exp3/B_D_U_9_right.png","map_trial","images/exp3/B_D_U_9_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","4","169476","0.0-4.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","1340","arrowleft","","images/exp3/B_D_U_7_left.png","map_trial","images/exp3/B_D_U_7_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","5","170401","0.0-5.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","773","arrowright","","images/exp3/B_D_U_1_right.png","map_trial","images/exp3/B_D_U_1_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","6","171183","0.0-6.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","633","arrowleft","","images/exp3/B_D_U_8_left.png","map_trial","images/exp3/B_D_U_8_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","7","172391","0.0-7.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","1059","arrowleft","","images/exp3/B_D_U_11_left.png","map_trial","images/exp3/B_D_U_11_left.png","arrowleft","true","",""
"","","","","","image-keyboard-response","8","173182","0.0-8.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","642","arrowright","","images/exp3/B_D_U_10_right.png","map_trial","images/exp3/B_D_U_10_right.png","arrowright","true","",""
"","","","","","image-keyboard-response","9","174114","0.0-9.0","njf87nu4kw","3","negative_negative","A3DV82BTWL6MQK","360ZO6N6J1UOWBRPNVDC0C3BO9JM9K","782","arrowright","","images/exp3/B_D_U_2_right.png","map_trial","images/exp3/B_D_U_2_right.png","arrowright","true","",""
