"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","hue","lightness","saturation","shift","ishihara_plate","correct_response"
"true","false","[]","[]","[]","preload","0","351","0.0-0.0","hlk42mg12e","6","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","5433","0.0-1.0","hlk42mg12e","6","5081","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","8048","0.0-2.0","hlk42mg12e","6","1609","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-select","3","16478","0.0-3.0","hlk42mg12e","6","8424","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","","","","","","","",""
"","","","","","html-button-response","4","20472","0.0-4.0","hlk42mg12e","6","3993","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","","","","","","","","",""
"","","","","","survey-text","5","32407","0.0-5.0","hlk42mg12e","6","11923","","{""Age"":""20"",""Gender"":""Female"",""Race/ethnicity"":""white"",""Languages"":""English""}","","","","","","","","","","","","","",""
"","","","","","html-slider-response","6","80419","0.0-6.0","hlk42mg12e","6","48008","
                            <div style='text-align:left; font-size:20px; line-height:25px; width: 1400px;'>
                                During this experiment you will be asked to rate how much you associate maps with                    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Next to the maps
                    is the list of concepts.<br>You will be asked                    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
                    one below. <br><br>
                    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
                    much' with the concept.<br>                     When you see that map during the experiment, please rate it near the 'very much' endpoint of the
                    scale.<br>Now, please think about which map you associate 'not at all'                     with each concept. When you see that map during the experiment, please rate it near the 'not at all' endpoint
                    of the scale.<br>
                    Please use the full range of the scale. That is, if a map is somewhat associated with the concept, you would
                    click partway between the middle point and right side of the scale.                    You will be asked to rate each map for a given concept before moving on to the next concept.<br><br>Press the
                    'Continue' button for instructions on how to use the slider.                    <br><br>
                </div>

                <div style=""width: 500px; margin: 0 auto;"">
                    <!-- Centered text paragraphs -->
                    <div style=""text-align: center; width: 500px;"">
                        <p style=""font-size:25px; line-height:18px;"">calm</p>
                        <p style=""font-size:25px; line-height:18px;"">positive</p>
                        <p style=""font-size:25px;line-height:18px;"">negative</p>
                        <p style=""font-size:25px;line-height:18px;"">startling</p>
                    </div>

                    <!-- Grid section -->
                   <div style=""display: flex; justify-content: center; padding-top: 15px;"">
                    <div style=""display: grid; grid-template-columns: repeat(8, 80px); grid-gap: 5px; width: auto;"">
                        <img src=""images/B_L_U_44_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_33_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_41_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_U_5_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_10_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_12_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_U_13_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_U_5_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_10_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_30_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_28_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_S_15_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_7_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_27_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_2_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_S_15_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_23_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_U_13_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_7_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_33_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_26_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_2_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_28_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_12_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_30_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_23_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_27_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_U_44_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_37_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_26_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_37_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_41_darkshift.png"" alt=""map"" style=""width: 100%;"">
                    </div>
                </div>

                    <!-- Clear floats -->
                    <div style=""clear: both;""></div>
                </div>
                            ","null","","0","maps_anchoring.png","true","","","","","","","","","",""
"","","","","","html-button-response","7","85567","0.0-7.0","hlk42mg12e","6","5147","<div style=""width:800px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each map for the given concept, so please go with your first intuition. <br>
                    Before you begin the experiment, there will be four training trials for you to practice using the scale. <br>
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","8","88376","0.0-8.0-0.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","","0","","true","0","true","","","","","","","",""
"","","","","","html-button-response","9","89911","0.0-8.0-1.0","hlk42mg12e","6","1032","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","10","91591","0.0-9.0-0.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","","true","1","true","","","","","","","",""
"","","","","","html-button-response","11","93069","0.0-9.0-1.0","hlk42mg12e","6","976","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","97664","0.0-10.0-0.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","104","","0","","true","2","true","","","","","","","",""
"","","","","","html-button-response","13","98851","0.0-10.0-1.0","hlk42mg12e","6","684","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","101605","0.0-11.0-0.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-102","","0","","true","3","true","","","","","","","",""
"","","","","","html-button-response","15","102801","0.0-11.0-1.0","hlk42mg12e","6","693","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","105264","0.0-12.0","hlk42mg12e","6","2462","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","109144","0.0-13.0","hlk42mg12e","6","3880","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>startling</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","114051","0.0-14.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_37_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-55","","0","images/G_D_U_37_lightshift.png","","","","startling","2","G","D","U","lightshift","",""
"","","","","","html-slider-response","19","116686","0.0-15.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_7_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","47","","0","images/Y_L_S_7_darkshift.png","","","","startling","2","Y","L","S","darkshift","",""
"","","","","","html-slider-response","20","118847","0.0-16.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_7_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-172","","0","images/Y_L_S_7_lightshift.png","","","","startling","2","Y","L","S","lightshift","",""
"","","","","","html-slider-response","21","121687","0.0-17.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_7_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","88","","0","images/Y_L_S_7_darkshift.png","","","","startling","1","Y","L","S","darkshift","",""
"","","","","","html-slider-response","22","123653","0.0-18.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_26_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-109","","0","images/R_D_S_26_darkshift.png","","","","startling","2","R","D","S","darkshift","",""
"","","","","","html-slider-response","23","125623","0.0-19.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_27_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-168","","0","images/R_D_U_27_darkshift.png","","","","startling","1","R","D","U","darkshift","",""
"","","","","","html-slider-response","24","127900","0.0-20.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_33_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","74","","0","images/G_D_S_33_lightshift.png","","","","startling","2","G","D","S","lightshift","",""
"","","","","","html-slider-response","25","129848","0.0-21.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_15_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-124","","0","images/R_L_S_15_darkshift.png","","","","startling","1","R","L","S","darkshift","",""
"","","","","","html-slider-response","26","131546","0.0-22.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_37_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/G_D_U_37_darkshift.png","","","","startling","2","G","D","U","darkshift","",""
"","","","","","html-slider-response","27","133237","0.0-23.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_27_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","images/R_D_U_27_darkshift.png","","","","startling","2","R","D","U","darkshift","",""
"","","","","","html-slider-response","28","136729","0.0-24.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_33_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-135","","0","images/G_D_S_33_darkshift.png","","","","startling","2","G","D","S","darkshift","",""
"","","","","","html-slider-response","29","138722","0.0-25.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_10_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","images/Y_L_U_10_lightshift.png","","","","startling","2","Y","L","U","lightshift","",""
"","","","","","html-slider-response","30","141635","0.0-26.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_15_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-109","","0","images/R_L_S_15_lightshift.png","","","","startling","1","R","L","S","lightshift","",""
"","","","","","html-slider-response","31","143811","0.0-27.0","hlk42mg12e","6","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >startling</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_37_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-158","","0","images/G_D_U_37_lightshift.png","","","","startling","1","G","D","U","lightshift","",""
