"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","hue","lightness","saturation","shift","ishihara_plate","correct_response"
"true","false","[]","[]","[]","preload","0","1236","0.0-0.0","n8vzc2ow1u","1","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","17787","0.0-1.0","n8vzc2ow1u","1","16549","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","19675","0.0-2.0","n8vzc2ow1u","1","884","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-select","3","22760","0.0-3.0","n8vzc2ow1u","1","3080","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","","","","","","","",""
"","","","","","html-button-response","4","23621","0.0-4.0","n8vzc2ow1u","1","859","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","","","","","","","","",""
"","","","","","survey-text","5","26727","0.0-5.0","n8vzc2ow1u","1","3102","","{""Age"":""1"",""Gender"":""1"",""Race/ethnicity"":""1"",""Languages"":""1\n1\n""}","","","","","","","","","","","","","",""
"","","","","","html-slider-response","6","28998","0.0-6.0","n8vzc2ow1u","1","2268","
                            <div style='text-align:left; font-size:20px; line-height:25px; width: 1400px;'>
                                During this experiment you will be asked to rate how much you associate maps with                    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Next to the maps
                    is the list of concepts.<br>You will be asked                    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
                    one below. <br><br>
                    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
                    much' with the concept.<br>                     When you see that map during the experiment, please rate it near the 'very much' endpoint of the
                    scale.<br>Now, please think about which map you associate 'not at all'                     with each concept. When you see that map during the experiment, please rate it near the 'not at all' endpoint
                    of the scale.<br>
                    Please use the full range of the scale. That is, if a map is somewhat associated with the concept, you would
                    click partway between the middle point and right side of the scale.                    You will be asked to rate each map for a given concept before moving on to the next concept.<br><br>Press the
                    'Continue' button for instructions on how to use the slider.                    <br><br>
                </div>

                <div style=""width: 500px; margin: 0 auto;"">
                    <!-- Centered text paragraphs -->
                    <div style=""text-align: center; width: 500px;"">
                        <p style=""font-size:25px; line-height:18px;"">calm</p>
                        <p style=""font-size:25px; line-height:18px;"">positive</p>
                        <p style=""font-size:25px;line-height:18px;"">negative</p>
                        <p style=""font-size:25px;line-height:18px;"">startling</p>
                    </div>

                    <!-- Grid section -->
                   <div style=""display: flex; justify-content: center; padding-top: 15px;"">
                    <div style=""display: grid; grid-template-columns: repeat(8, 80px); grid-gap: 5px; width: auto;"">
                        <img src=""images/B_D_U_33_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_30_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_12_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_U_28_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_15_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_26_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_37_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_S_5_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_23_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_S_37_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_U_26_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_10_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_D_S_23_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_U_2_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_13_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_S_5_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_S_30_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_41_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_S_10_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_44_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_U_15_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_S_44_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_L_U_41_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/G_L_S_13_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/Y_D_U_2_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_U_28_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_27_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_7_lightshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_L_U_7_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_D_U_33_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/B_L_S_27_darkshift.png"" alt=""map"" style=""width: 100%;""><img src=""images/R_D_U_12_darkshift.png"" alt=""map"" style=""width: 100%;"">
                    </div>
                </div>

                    <!-- Clear floats -->
                    <div style=""clear: both;""></div>
                </div>
                            ","null","","0","maps_anchoring.png","true","","","","","","","","","",""
"","","","","","html-button-response","7","29890","0.0-7.0","n8vzc2ow1u","1","891","<div style=""width:800px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each map for the given concept, so please go with your first intuition. <br>
                    Before you begin the experiment, there will be four training trials for you to practice using the scale. <br>
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","8","31553","0.0-8.0-0.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","","0","","true","0","true","","","","","","","",""
"","","","","","html-button-response","9","32779","0.0-8.0-1.0","n8vzc2ow1u","1","722","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","10","33434","0.0-9.0-0.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","","true","1","true","","","","","","","",""
"","","","","","html-button-response","11","34481","0.0-9.0-1.0","n8vzc2ow1u","1","545","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","35633","0.0-10.0-0.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","112","","0","","true","2","false","","","","","","","",""
"","","","","","html-button-response","13","36476","0.0-10.0-1.0","n8vzc2ow1u","1","341","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","37268","0.0-10.1-0.1","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","-89","","0","","true","2","false","","","","","","","",""
"","","","","","html-button-response","15","38179","0.0-10.1-1.1","n8vzc2ow1u","1","410","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","16","38896","0.0-10.2-0.2","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","-92","","0","","true","2","false","","","","","","","",""
"","","","","","html-button-response","17","39776","0.0-10.2-1.2","n8vzc2ow1u","1","377","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","40410","0.0-10.3-0.3","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","-98","","0","","true","2","false","","","","","","","",""
"","","","","","html-button-response","19","41366","0.0-10.3-1.3","n8vzc2ow1u","1","454","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","20","42051","0.0-10.4-0.4","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","-98","","0","","true","2","false","","","","","","","",""
"","","","","","html-button-response","21","42979","0.0-10.4-1.4","n8vzc2ow1u","1","425","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","22","44611","0.0-10.5-0.5","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","88","","0","","true","2","true","","","","","","","",""
"","","","","","html-button-response","23","45439","0.0-10.5-1.5","n8vzc2ow1u","1","326","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","24","46456","0.0-11.0-0.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","96","","0","","true","3","false","","","","","","","",""
"","","","","","html-button-response","25","48252","0.0-11.0-1.0","n8vzc2ow1u","1","1294","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","26","49394","0.0-11.1-0.1","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","106","","0","","true","3","false","","","","","","","",""
"","","","","","html-button-response","27","50953","0.0-11.1-1.1","n8vzc2ow1u","1","1057","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","28","53026","0.0-11.2-0.2","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-108","","0","","true","3","true","","","","","","","",""
"","","","","","html-button-response","29","53877","0.0-11.2-1.2","n8vzc2ow1u","1","349","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","30","54424","0.0-12.0","n8vzc2ow1u","1","545","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","31","55234","0.0-13.0","n8vzc2ow1u","1","809","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>calm</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","32","197572","0.0-14.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_7_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","140","","0","images/R_L_U_7_darkshift.png","","","","calm","2","R","L","U","darkshift","",""
"","","","","","html-slider-response","33","198502","0.0-15.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_12_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","140","","0","images/R_D_U_12_lightshift.png","","","","calm","2","R","D","U","lightshift","",""
"","","","","","html-slider-response","34","199290","0.0-16.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_13_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","140","","0","images/G_L_S_13_lightshift.png","","","","calm","1","G","L","S","lightshift","",""
"","","","","","html-slider-response","35","200070","0.0-17.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_2_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/Y_D_U_2_darkshift.png","","","","calm","1","Y","D","U","darkshift","",""
"","","","","","html-slider-response","36","200902","0.0-18.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_27_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/B_L_S_27_lightshift.png","","","","calm","1","B","L","S","lightshift","",""
"","","","","","html-slider-response","37","201681","0.0-19.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_33_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/B_D_U_33_darkshift.png","","","","calm","2","B","D","U","darkshift","",""
"","","","","","html-slider-response","38","202702","0.0-20.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_37_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/Y_L_S_37_lightshift.png","","","","calm","2","Y","L","S","lightshift","",""
"","","","","","html-slider-response","39","203377","0.0-21.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_27_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/B_L_S_27_darkshift.png","","","","calm","2","B","L","S","darkshift","",""
"","","","","","html-slider-response","40","204164","0.0-22.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_10_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/R_D_S_10_darkshift.png","","","","calm","2","R","D","S","darkshift","",""
"","","","","","html-slider-response","41","205043","0.0-23.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_2_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/Y_D_U_2_lightshift.png","","","","calm","1","Y","D","U","lightshift","",""
"","","","","","html-slider-response","42","205793","0.0-24.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_27_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/B_L_S_27_darkshift.png","","","","calm","1","B","L","S","darkshift","",""
"","","","","","html-slider-response","43","206684","0.0-25.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_7_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/R_L_U_7_darkshift.png","","","","calm","1","R","L","U","darkshift","",""
"","","","","","html-slider-response","44","207397","0.0-26.0","n8vzc2ow1u","1","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_12_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/R_D_U_12_lightshift.png","","","","calm","1","R","D","U","lightshift","",""
